startIp,endIp,ipVersion,asn,abuser_score,route,descr,country,active,org,domain,abuse,type,created,updated,rir
1.1.179.0,1.1.179.255,4,23969,0.0023 (Low),1.1.179.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.180.0,1.1.180.255,4,23969,0.0023 (Low),1.1.180.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.181.0,1.1.181.255,4,23969,0.0023 (Low),1.1.181.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.182.0,1.1.182.255,4,23969,0.0023 (Low),1.1.182.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.183.0,1.1.183.255,4,23969,0.0023 (Low),1.1.183.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.184.0,1.1.187.255,4,23969,0.0023 (Low),1.1.184.0/22,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.188.0,1.1.188.255,4,23969,0.0023 (Low),1.1.188.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.189.0,1.1.189.255,4,23969,0.0023 (Low),1.1.189.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.190.0,1.1.191.255,4,23969,0.0023 (Low),1.1.190.0/23,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.192.0,1.1.255.255,4,23969,0.0023 (Low),1.1.192.0/18,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.192.0,1.1.223.255,4,23969,0.0023 (Low),1.1.192.0/19,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.192.0,1.1.199.255,4,23969,0.0023 (Low),1.1.192.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.200.0,1.1.207.255,4,23969,0.0023 (Low),1.1.200.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.208.0,1.1.215.255,4,23969,0.0023 (Low),1.1.208.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.216.0,1.1.216.255,4,23969,0.0023 (Low),1.1.216.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.217.0,1.1.217.255,4,23969,0.0023 (Low),1.1.217.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.218.0,1.1.218.255,4,23969,0.0023 (Low),1.1.218.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.219.0,1.1.219.255,4,23969,0.0023 (Low),1.1.219.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.220.0,1.1.220.255,4,23969,0.0023 (Low),1.1.220.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.221.0,1.1.221.255,4,23969,0.0023 (Low),1.1.221.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.222.0,1.1.222.255,4,23969,0.0023 (Low),1.1.222.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.223.0,1.1.223.255,4,23969,0.0023 (Low),1.1.223.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.224.0,1.1.255.255,4,23969,0.0023 (Low),1.1.224.0/19,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.224.0,1.1.231.255,4,23969,0.0023 (Low),1.1.224.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.232.0,1.1.239.255,4,23969,0.0023 (Low),1.1.232.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.240.0,1.1.247.255,4,23969,0.0023 (Low),1.1.240.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.248.0,1.1.248.255,4,23969,0.0023 (Low),1.1.248.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.249.0,1.1.249.255,4,23969,0.0023 (Low),1.1.249.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.251.0,1.1.251.255,4,23969,0.0023 (Low),1.1.251.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.252.0,1.1.252.255,4,23969,0.0023 (Low),1.1.252.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.1.255.0,1.1.255.255,4,23969,0.0023 (Low),1.1.255.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.4.0,1.2.4.255,4,24151,0.0008 (Low),1.2.4.0/24,"CNNIC-CRITICAL-AP China Internet Network Infomation Center, CN",cn,true,China Internet Network Infomation Center,cnnic.net.cn,ipas@cnnic.cn,business,,2021-06-16,APNIC
1.2.128.0,1.2.255.255,4,23969,0.0023 (Low),1.2.128.0/17,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.128.0,1.2.191.255,4,23969,0.0023 (Low),1.2.128.0/18,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.128.0,1.2.143.255,4,23969,0.0023 (Low),1.2.128.0/20,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.144.0,1.2.159.255,4,23969,0.0023 (Low),1.2.144.0/20,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.160.0,1.2.160.255,4,23969,0.0023 (Low),1.2.160.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.161.0,1.2.161.255,4,23969,0.0023 (Low),1.2.161.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.162.0,1.2.162.255,4,23969,0.0023 (Low),1.2.162.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.163.0,1.2.163.255,4,23969,0.0023 (Low),1.2.163.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.164.0,1.2.164.255,4,23969,0.0023 (Low),1.2.164.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.165.0,1.2.165.255,4,23969,0.0023 (Low),1.2.165.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.167.0,1.2.167.255,4,23969,0.0023 (Low),1.2.167.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.168.0,1.2.168.255,4,23969,0.0023 (Low),1.2.168.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.170.0,1.2.170.255,4,23969,0.0023 (Low),1.2.170.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.171.0,1.2.171.255,4,23969,0.0023 (Low),1.2.171.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.172.0,1.2.172.255,4,23969,0.0023 (Low),1.2.172.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.173.0,1.2.173.255,4,23969,0.0023 (Low),1.2.173.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.174.0,1.2.174.255,4,23969,0.0023 (Low),1.2.174.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.176.0,1.2.176.255,4,23969,0.0023 (Low),1.2.176.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.177.0,1.2.177.255,4,23969,0.0023 (Low),1.2.177.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.179.0,1.2.179.255,4,23969,0.0023 (Low),1.2.179.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.180.0,1.2.180.255,4,23969,0.0023 (Low),1.2.180.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.182.0,1.2.182.255,4,23969,0.0023 (Low),1.2.182.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.183.0,1.2.183.255,4,23969,0.0023 (Low),1.2.183.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.184.0,1.2.184.255,4,23969,0.0023 (Low),1.2.184.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.185.0,1.2.185.255,4,23969,0.0023 (Low),1.2.185.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.186.0,1.2.186.255,4,23969,0.0023 (Low),1.2.186.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.187.0,1.2.187.255,4,23969,0.0023 (Low),1.2.187.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.188.0,1.2.189.255,4,23969,0.0023 (Low),1.2.188.0/23,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.190.0,1.2.190.255,4,23969,0.0023 (Low),1.2.190.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.191.0,1.2.191.255,4,23969,0.0023 (Low),1.2.191.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.192.0,1.2.255.255,4,23969,0.0023 (Low),1.2.192.0/18,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.192.0,1.2.207.255,4,23969,0.0023 (Low),1.2.192.0/20,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.193.0,1.2.193.255,4,23969,0.0023 (Low),1.2.193.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.208.0,1.2.223.255,4,23969,0.0023 (Low),1.2.208.0/20,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.224.0,1.2.231.255,4,23969,0.0023 (Low),1.2.224.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.232.0,1.2.235.255,4,23969,0.0023 (Low),1.2.232.0/22,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.236.0,1.2.236.255,4,23969,0.0023 (Low),1.2.236.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.237.0,1.2.237.255,4,23969,0.0023 (Low),1.2.237.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.239.0,1.2.239.255,4,23969,0.0023 (Low),1.2.239.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.240.0,1.2.247.255,4,23969,0.0023 (Low),1.2.240.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.248.0,1.2.248.255,4,23969,0.0023 (Low),1.2.248.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.249.0,1.2.249.255,4,23969,0.0023 (Low),1.2.249.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.250.0,1.2.250.255,4,23969,0.0023 (Low),1.2.250.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.251.0,1.2.251.255,4,23969,0.0023 (Low),1.2.251.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.252.0,1.2.252.255,4,23969,0.0023 (Low),1.2.252.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.254.0,1.2.254.255,4,23969,0.0023 (Low),1.2.254.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.2.255.0,1.2.255.255,4,23969,0.0023 (Low),1.2.255.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.128.0,1.4.255.255,4,23969,0.0023 (Low),1.4.128.0/17,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.128.0,1.4.191.255,4,23969,0.0023 (Low),1.4.128.0/18,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.128.0,1.4.159.255,4,23969,0.0023 (Low),1.4.128.0/19,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.128.0,1.4.135.255,4,23969,0.0023 (Low),1.4.128.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.136.0,1.4.139.255,4,23969,0.0023 (Low),1.4.136.0/22,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.140.0,1.4.140.255,4,23969,0.0023 (Low),1.4.140.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.141.0,1.4.141.255,4,23969,0.0023 (Low),1.4.141.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.142.0,1.4.142.255,4,23969,0.0023 (Low),1.4.142.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.143.0,1.4.143.255,4,23969,0.0023 (Low),1.4.143.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.144.0,1.4.151.255,4,23969,0.0023 (Low),1.4.144.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.152.0,1.4.155.255,4,23969,0.0023 (Low),1.4.152.0/22,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.156.0,1.4.156.255,4,23969,0.0023 (Low),1.4.156.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.158.0,1.4.158.255,4,23969,0.0023 (Low),1.4.158.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.159.0,1.4.159.255,4,23969,0.0023 (Low),1.4.159.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.160.0,1.4.175.255,4,23969,0.0023 (Low),1.4.160.0/20,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.176.0,1.4.191.255,4,23969,0.0023 (Low),1.4.176.0/20,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.192.0,1.4.255.255,4,23969,0.0023 (Low),1.4.192.0/18,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.192.0,1.4.223.255,4,23969,0.0023 (Low),1.4.192.0/19,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.192.0,1.4.193.255,4,23969,0.0023 (Low),1.4.192.0/23,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.194.0,1.4.194.255,4,23969,0.0023 (Low),1.4.194.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.195.0,1.4.195.255,4,23969,0.0023 (Low),1.4.195.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.196.0,1.4.196.255,4,23969,0.0023 (Low),1.4.196.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.197.0,1.4.197.255,4,23969,0.0023 (Low),1.4.197.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.198.0,1.4.198.255,4,23969,0.0023 (Low),1.4.198.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.199.0,1.4.199.255,4,23969,0.0023 (Low),1.4.199.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.200.0,1.4.203.255,4,23969,0.0023 (Low),1.4.200.0/22,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.204.0,1.4.204.255,4,23969,0.0023 (Low),1.4.204.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.205.0,1.4.205.255,4,23969,0.0023 (Low),1.4.205.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.206.0,1.4.206.255,4,23969,0.0023 (Low),1.4.206.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.207.0,1.4.207.255,4,23969,0.0023 (Low),1.4.207.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.210.0,1.4.210.255,4,23969,0.0023 (Low),1.4.210.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.211.0,1.4.211.255,4,23969,0.0023 (Low),1.4.211.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.212.0,1.4.212.255,4,23969,0.0023 (Low),1.4.212.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.213.0,1.4.213.255,4,23969,0.0023 (Low),1.4.213.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.214.0,1.4.214.255,4,23969,0.0023 (Low),1.4.214.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.215.0,1.4.215.255,4,23969,0.0023 (Low),1.4.215.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.216.0,1.4.216.255,4,23969,0.0023 (Low),1.4.216.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.217.0,1.4.217.255,4,23969,0.0023 (Low),1.4.217.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.218.0,1.4.218.255,4,23969,0.0023 (Low),1.4.218.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.219.0,1.4.219.255,4,23969,0.0023 (Low),1.4.219.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.220.0,1.4.220.255,4,23969,0.0023 (Low),1.4.220.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.221.0,1.4.221.255,4,23969,0.0023 (Low),1.4.221.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.222.0,1.4.222.255,4,23969,0.0023 (Low),1.4.222.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.223.0,1.4.223.255,4,23969,0.0023 (Low),1.4.223.0/24,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.224.0,1.4.239.255,4,23969,0.0023 (Low),1.4.224.0/20,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.240.0,1.4.247.255,4,23969,0.0023 (Low),1.4.240.0/21,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.248.0,1.4.249.255,4,23969,0.0023 (Low),1.4.248.0/23,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
1.4.250.0,1.4.251.255,4,23969,0.0023 (Low),1.4.250.0/23,"TOT-NET TOT Public Company Limited, TH",th,true,TOT Public Company Limited,tot.co.th,abuse@totisp.net,isp,,2020-07-09,APNIC
