startIp,endIp,ipVersion,company,abuser_score,domain,type,rir,netname,abuseName,abuseAddress,abuseEmail,abusePhone
1.9.13.0,1.9.13.127,4,"Shanghai Blue Cloud Technology Co.,Ltd",0 (Very Low),21vianet.com,hosting,APNIC,CEYBEREGITIM-NET,IRT-BLUECLOUD-CN,"M5, Jiuxianqiao East Road, Chaoyang District, Beijing",ipabuse@oe.21vianet.com,
1.9.13.128,1.9.13.191,4,"Shanghai Blue Cloud Technology Co.,Ltd",0 (Very Low),21vianet.com,hosting,APNIC,CEYBEREGITIM-NET,IRT-BLUECLOUD-CN,"M5, Jiuxianqiao East Road, Chaoyang District, Beijing",ipabuse@oe.21vianet.com,
1.9.13.192,1.9.13.223,4,"Shanghai Blue Cloud Technology Co.,Ltd",0 (Very Low),21vianet.com,hosting,APNIC,CEYBEREGITIM-NET,IRT-BLUECLOUD-CN,"M5, Jiuxianqiao East Road, Chaoyang District, Beijing",ipabuse@oe.21vianet.com,
1.9.13.224,1.9.13.239,4,"Shanghai Blue Cloud Technology Co.,Ltd",0 (Very Low),21vianet.com,hosting,APNIC,CEYBEREGITIM-NET,IRT-BLUECLOUD-CN,"M5, Jiuxianqiao East Road, Chaoyang District, Beijing",ipabuse@oe.21vianet.com,
1.9.13.240,1.9.13.247,4,"Shanghai Blue Cloud Technology Co.,Ltd",0 (Very Low),21vianet.com,hosting,APNIC,CEYBEREGITIM-NET,IRT-BLUECLOUD-CN,"M5, Jiuxianqiao East Road, Chaoyang District, Beijing",ipabuse@oe.21vianet.com,
1.9.13.248,1.9.13.251,4,"Shanghai Blue Cloud Technology Co.,Ltd",0 (Very Low),21vianet.com,hosting,APNIC,CEYBEREGITIM-NET,IRT-BLUECLOUD-CN,"M5, Jiuxianqiao East Road, Chaoyang District, Beijing",ipabuse@oe.21vianet.com,
1.9.13.252,1.9.13.253,4,"Shanghai Blue Cloud Technology Co.,Ltd",0 (Very Low),21vianet.com,hosting,APNIC,CEYBEREGITIM-NET,IRT-BLUECLOUD-CN,"M5, Jiuxianqiao East Road, Chaoyang District, Beijing",ipabuse@oe.21vianet.com,
1.9.13.254,1.9.13.254,4,"Shanghai Blue Cloud Technology Co.,Ltd",0 (Very Low),21vianet.com,hosting,APNIC,CEYBEREGITIM-NET,IRT-BLUECLOUD-CN,"M5, Jiuxianqiao East Road, Chaoyang District, Beijing",ipabuse@oe.21vianet.com,
1.9.14.64,1.9.14.95,4,Fortdress Group GmbH,0 (Very Low),telekom.de,business,RIPE,Cloud-Online-GmbH,Viktor Heinzmann,"Duisburger Str., 57234, Wilnsdorf, Deutschland",abuse@telekom.de,+49 2739 4797950
1.9.14.128,1.9.14.191,4,AMP SERVICES LTD,0 (Very Low),amp.com.au,banking,APNIC,CHANGSHAN-DORMITORY,ABUSE TPGCOMAU,"TPG Internet Pty Ltd., 65 Waterloo Road, North Ryde NSW 2113",hostmaster@tpgtelecom.com.au,+000000000
1.9.14.192,1.9.14.223,4,AMP SERVICES LTD,0 (Very Low),amp.com.au,banking,APNIC,CHANGSHAN-DORMITORY,ABUSE TPGCOMAU,"TPG Internet Pty Ltd., 65 Waterloo Road, North Ryde NSW 2113",hostmaster@tpgtelecom.com.au,+000000000
1.9.14.224,1.9.14.239,4,AMP SERVICES LTD,0 (Very Low),amp.com.au,banking,APNIC,CHANGSHAN-DORMITORY,ABUSE TPGCOMAU,"TPG Internet Pty Ltd., 65 Waterloo Road, North Ryde NSW 2113",hostmaster@tpgtelecom.com.au,+000000000
1.9.14.240,1.9.14.247,4,AMP SERVICES LTD,0 (Very Low),amp.com.au,banking,APNIC,CHANGSHAN-DORMITORY,ABUSE TPGCOMAU,"TPG Internet Pty Ltd., 65 Waterloo Road, North Ryde NSW 2113",hostmaster@tpgtelecom.com.au,+000000000
1.9.14.248,1.9.14.251,4,AMP SERVICES LTD,0 (Very Low),amp.com.au,banking,APNIC,CHANGSHAN-DORMITORY,ABUSE TPGCOMAU,"TPG Internet Pty Ltd., 65 Waterloo Road, North Ryde NSW 2113",hostmaster@tpgtelecom.com.au,+000000000
1.9.14.252,1.9.14.253,4,AMP SERVICES LTD,0 (Very Low),amp.com.au,banking,APNIC,CHANGSHAN-DORMITORY,ABUSE TPGCOMAU,"TPG Internet Pty Ltd., 65 Waterloo Road, North Ryde NSW 2113",hostmaster@tpgtelecom.com.au,+000000000
1.9.14.254,1.9.14.254,4,AMP SERVICES LTD,0 (Very Low),amp.com.au,banking,APNIC,CHANGSHAN-DORMITORY,ABUSE TPGCOMAU,"TPG Internet Pty Ltd., 65 Waterloo Road, North Ryde NSW 2113",hostmaster@tpgtelecom.com.au,+000000000
1.9.32.0,1.9.32.255,4,TMNET,0 (Very Low),tm.com.my,isp,APNIC,FYXX,ABUSE MYWEBE,"Menara TM, Jalan Pantai Baharu, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",abuse@tm.com.my,+601110001000
1.9.44.0,1.9.47.255,4,KAGA CABLE TELEVISION CO.LTD.,0.0039 (Low),kaga-catv.co.jp,isp,JPNIC,DOTINTERNET-BD,,,,
1.9.48.0,1.9.49.255,4,KAGA CABLE TELEVISION CO.LTD.,0.002 (Low),kaga-catv.co.jp,isp,JPNIC,DOTINTERNET-BD,,,,
1.9.50.0,1.9.51.255,4,KAGA CABLE TELEVISION CO.LTD.,0.002 (Low),kaga-catv.co.jp,isp,JPNIC,NKN-JNTUKUK-AP,,,,
1.9.52.0,1.9.55.255,4,Orient Express LDI Limited,0.002 (Low),orientexpressldi.com,isp,APNIC,GFALLESGON-PH,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.9.67.144,1.9.67.159,4,RCUST:FK600_SVW_NP2:STSPL.::1377314,0 (Very Low),,business,APNIC,LIANG-CHEW-SG,ABUSE TATACOMMIN,"6th Floor, LVSB, VSNL, Kashinath Dhuru marg, Prabhadevi, Dadar(W), Mumbai 400028, India",4755abuse@tatacommunications.com,+000000000
1.9.70.128,1.9.70.143,4,DA21510-NET,0 (Very Low),,business,APNIC,AC0002120407,ABUSE TWDSTW,"6F. No.107. QuanXin Rd., Taishan Dist New Taipei City 243",liheng@twds.tw,+000000000
1.9.96.0,1.9.97.255,4,Urban GmbH Maschinen- und Werkzeugbau,0 (Very Low),telekom.de,business,RIPE,MCT-MFINT22793001-002,Ralf Niehausmeier,"Kiebitzstr. 57, 32051, Herford, Deutschland",abuse@telekom.de,+49 5221 1757 15
1.9.98.0,1.9.99.255,4,Magna Exteriors (Germany) GmbH,0 (Very Low),telekom.de,business,RIPE,MCT-MFINT22793001-002,Andreas Doering,"Decoma (Germany) GmbH - Werk Modultec, Desbrocksheidering 37, 30419 Hannover, Deutschland",abuse@telekom.de,+49 511 2794644818
1.9.100.0,1.9.101.255,4,Customer network 42744,0.0078 (Low),fibertelecom.cz,business,RIPE,MCT-MFINT22793001-002,,,,
1.9.102.0,1.9.103.255,4,0000056498-RUBERT & CO. LIMITED,0 (Very Low),bt.com,business,RIPE,MCT-MFINT22793001-002,BTnet IPM,"pp HWG298, Virtual Postbox (HOM-NX), PO Box 400, London, N18 1XU, GB",protect@bt.com,+44 3316662729
1.9.104.0,1.9.105.255,4,FTIP006236236 IP MASTER,0.002 (Low),bt.com,business,RIPE,MCT-MFINT22793001-002,IP MASTER TEAM,"pp HWG298, Virtual Postbox (HOM-NX), PO Box 400, London, N18 1XU, UK",protect@bt.com,+448000850223
1.9.106.0,1.9.107.255,4,Perhimpunan Klik Indonesia,0.0059 (Low),klikindonesia.or.id,business,APNIC,MCT-MFINT22793001-002,Perhimpunan Klik Indonesia,"Komplek PLN, Jl. Kokas No 2, Duren Tiga",abuse@klikindonesia.or.id,+62-21-5205811
1.9.108.0,1.9.111.255,4,Smartone Mobile Comm. Limited,0.002 (Low),smartone.com,isp,APNIC,DOTINTERNET-BD,Smartone Mobile Comm. Limited,"31/F, Millennium City 2, 378 Kwun Tong Road, Kwun Tong",abuse@ismart.net,+852-31282828
1.9.112.0,1.9.115.255,4,TopneT Telecomunicazioni s.r.l.,0.002 (Low),topnet.it,isp,RIPE,GFALLESGON-PH,TopneT NOC,"TopneT Telecomunicazioni s.r.l., zona Servizi Collettivi, 1, I-63100 Ascoli Piceno AP, IT",abuse@iptelecom.it,+39.800911922
1.9.116.0,1.9.119.255,4,Smartone Mobile Comm. Limited,0.0049 (Low),smartone.com,isp,APNIC,DOTINTERNET-BD,Smartone Mobile Comm. Limited,"31/F, Millennium City 2, 378 Kwun Tong Road, Kwun Tong",abuse@ismart.net,+852-31282828
1.9.120.0,1.9.120.255,4,Smartone Mobile Comm. Limited,0.0039 (Low),smartone.com,isp,APNIC,DOTINTERNET-BD,Smartone Mobile Comm. Limited,"31/F, Millennium City 2, 378 Kwun Tong Road, Kwun Tong",abuse@ismart.net,+852-31282828
1.9.121.0,1.9.121.255,4,FTIP005256822 IP MASTER,0.0078 (Low),bt.com,business,RIPE,CB0001100103,IP MASTER TEAM,"pp HWG298, Virtual Postbox (HOM-NX), PO Box 400, London, N18 1XU, UK",protect@bt.com,+448000850223
1.9.122.0,1.9.123.255,4,TopneT Telecomunicazioni s.r.l.,0 (Very Low),topnet.it,isp,RIPE,GFALLESGON-PH,TopneT NOC,"TopneT Telecomunicazioni s.r.l., zona Servizi Collettivi, 1, I-63100 Ascoli Piceno AP, IT",abuse@iptelecom.it,+39.800911922
1.9.124.0,1.9.127.255,4,Smartone Mobile Comm. Limited,0.0029 (Low),smartone.com,isp,APNIC,DOTINTERNET-BD,Smartone Mobile Comm. Limited,"31/F, Millennium City 2, 378 Kwun Tong Road, Kwun Tong",abuse@ismart.net,+852-31282828
1.9.133.0,1.9.133.127,4,Barghorn GmbH & Co. KG,0 (Very Low),telekom.de,business,RIPE,CDP-P2P-STANDARD-LINKS-NET1,Peter-Gerd Segebade,"Barghorn GmbH & Co. KG, Am Sieltief 1, 26919 Brake, DE",abuse@telekom.de,+49 4401 9808 15
1.9.152.0,1.9.159.255,4,Netpoint Moulvibazar,0.0015 (Low),skynet.com.bd,business,APNIC,TECM-4791951-BANGALORE,Netpoint Moulvibazar,"179, Vally Tower, Shamshernagar Road",abuse@skynet.com.bd,+8801743196644
1.9.160.0,1.9.160.255,4,0012348091-FTIP004197331 IP MASTER,0 (Very Low),bt.com,business,RIPE,ANYTIME_FITNESS_DEVENTER,BTnet IPM,"pp HWG298, Virtual Postbox (HOM-NX), PO Box 400, London, N18 1XU, GB",protect@bt.com,+44 3316662729
1.9.162.0,1.9.162.255,4,"University of Computer Studies, Yangon",0 (Very Low),ucsy.edu.mm,education,APNIC,LLC-PPPI-CLARKFIELD,"University of Computer Studies, Yangon","No.4 Main Road, Shwepyithar Township, Yangon, Myanmar",khaingkhaingwai@ucsy.edu.mm,+95-9-5171856
1.9.172.0,1.9.175.255,4,KAGA CABLE TELEVISION CO.LTD.,0.001 (Low),kaga-catv.co.jp,isp,JPNIC,NKN-JNTUKUK-AP,,,,
1.9.176.0,1.9.176.255,4,Orient Express LDI Limited,0 (Very Low),orientexpressldi.com,isp,APNIC,ZAHNEN-UETTFELD-NET,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.9.177.0,1.9.177.255,4,Orient Express LDI Limited,0.0039 (Low),orientexpressldi.com,isp,APNIC,Hunan-Provincial-Communications-Authority,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.9.178.0,1.9.179.255,4,Orient Express LDI Limited,0 (Very Low),orientexpressldi.com,isp,APNIC,GFALLESGON-PH,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.9.180.0,1.9.183.255,4,Orient Express LDI Limited,0.0029 (Low),orientexpressldi.com,isp,APNIC,GFALLESGON-PH,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.9.184.0,1.9.184.255,4,Orient Express LDI Limited,0 (Very Low),orientexpressldi.com,isp,APNIC,UK-PIPEX-TOPCALL,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.9.185.0,1.9.185.255,4,Orient Express LDI Limited,0 (Very Low),orientexpressldi.com,isp,APNIC,IML200503064,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.9.186.0,1.9.186.255,4,Orient Express LDI Limited,0 (Very Low),orientexpressldi.com,isp,APNIC,IML200503064,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.9.187.0,1.9.187.255,4,Orient Express LDI Limited,0 (Very Low),orientexpressldi.com,isp,APNIC,GFALLESGON-PH,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.9.188.0,1.9.189.255,4,KAGA CABLE TELEVISION CO.LTD.,0 (Very Low),kaga-catv.co.jp,isp,JPNIC,DOTINTERNET-BD,,,,
1.9.193.0,1.9.193.255,4,SaBa Transportservice GmbH,0 (Very Low),telekom.de,business,RIPE,IC-DCSK,Daniel Degwitz,"Mathias-Brueggen-Str. 86, 50829, Koeln, Deutschland",abuse@telekom.de,+49 173 8881919
1.9.202.0,1.9.203.255,4,KAGA CABLE TELEVISION CO.LTD.,0.0039 (Low),kaga-catv.co.jp,isp,JPNIC,NKN-JNTUKUK-AP,,,,
1.9.204.0,1.9.205.255,4,Orient Express LDI Limited,0 (Very Low),orientexpressldi.com,isp,APNIC,GFALLESGON-PH,Orient Express LDI Limited,14 N F-8 Markaz,abuse@sharptel.pk,+923455011748
1.10.0.0,1.10.7.255,4,CHINANET Guangdong province network,0 (Very Low),chinatelecom.cn,isp,APNIC,ESCAPEUU2,IPMASTER CHINANET-GD,"NO.18,RO. ZHONGSHANER,YUEXIU DISTRIC,GUANGZHOU",anti-spam@chinatelecom.cn,+86-20-87189274
1.10.8.0,1.10.9.255,4,CHINANET FUJIAN PROVINCE NETWORK,0 (Very Low),chinatelecom.cn,isp,APNIC,WANEC-1531,ABUSE CHINANETCN,"No.31 ,jingrong street,beijing, 100032",anti-spam@chinatelecom.cn,+000000000
1.10.10.0,1.10.10.255,4,"Vultr Holdings, LLC",0.0078 (Low),vultr.com,hosting,ARIN,DuShiFengQingWangLuo,"Vultr Holdings, LLC","47 Bourke Road, Alexandria, Sydney, 2012, AU",abuse@vultr.com,+1-973-849-0500
1.10.11.0,1.10.11.255,4,CHINANET FUJIAN PROVINCE NETWORK,0 (Very Low),chinatelecom.cn,isp,APNIC,WANEC-1531,ABUSE CHINANETCN,"No.31 ,jingrong street,beijing, 100032",anti-spam@chinatelecom.cn,+000000000
1.10.12.0,1.10.15.255,4,NETWOLVES NETWORK SERVICES LL,0 (Very Low),att.com,business,ARIN,WANEC-1531,,,,
1.10.16.0,1.10.31.255,4,CHINANET Guangdong province network,0 (Very Low),chinatelecom.cn,isp,APNIC,ESCAPEUU2,IPMASTER CHINANET-GD,"NO.18,RO. ZHONGSHANER,YUEXIU DISTRIC,GUANGZHOU",anti-spam@chinatelecom.cn,+86-20-87189274
1.10.32.0,1.10.63.255,4,CHINANET Guangdong province network,0 (Very Low),chinatelecom.cn,isp,APNIC,ESCAPEUU2,IPMASTER CHINANET-GD,"NO.18,RO. ZHONGSHANER,YUEXIU DISTRIC,GUANGZHOU",anti-spam@chinatelecom.cn,+86-20-87189274
1.10.64.0,1.10.127.255,4,BHP BILLITON IRON ORE PTY. LTD.,0 (Very Low),bhp.com,business,APNIC,ESCAPEUU2,BHP BILLITON IRON ORE PTY. LTD.,125 St. Georges Terrace,DL-EG-networkcertnotificationsbhp.com@bhp.com,+61-8-6321-0000
1.10.128.0,1.10.255.255,4,Telfy Telecom S.L.,0.0091 (Elevated),telfytelecom.es,isp,RIPE,MSEDotnet-TMNET,Pablo Dapena,"Avda. De la Constituci*n, 9, 03158, Catral, SPAIN",abuse@telfy.com,+34902006966
1.10.128.0,1.10.139.255,4,TOT Public Company Limited,0.0104 (Elevated),tot.co.th,isp,APNIC,CNC-FJFZ-MINTAI-NETBAR,ABUSE TOTTH,"TOT Public Company Limited, 89/2 Moo 3 Chaengwattana Rd, Laksi,Bangkok 10210 THAILAND",abuse@totisp.net,+000000000
1.10.192.0,1.10.255.255,4,TOT Public Company Limited,0.0142 (Elevated),tot.co.th,isp,APNIC,MCT-MTINT25347101-218,ABUSE TOTTH,"TOT Public Company Limited, 89/2 Moo 3 Chaengwattana Rd, Laksi,Bangkok 10210 THAILAND",abuse@totisp.net,+000000000
1.11.0.0,1.11.255.255,4,envia TEL GmbH,0.0014 (Low),envia-tel.net,isp,RIPE,SUBISU_Corporate_Pool21,Hostmaster envia.tel,"envia TEL GmbH, Chemnitztalstra*e 13, D-09114 Chemnitz",abuse@envia-tel.net,+49 371 482 8837
1.12.0.0,1.15.255.255,4,Luxembourg Online S.A.,0.0039 (Low),online.lu,isp,RIPE,YYXL,Paul RETTER,"Luxembourg Online S.A., 14, av du 10 Septembre, L-2550 Luxembourg",network@online.lu,+352452564
1.16.0.0,1.16.63.255,4,SES Americom Inc.,0 (Very Low),ses.com,isp,ARIN,RTEXPORTS-HK,SES Americom Inc.,"2323 Grimville Rd, Mount Airy, MD, 21771, US",noc-sesnetworks@ses.com,+1-703-330-3305
1.18.116.0,1.18.116.255,4,SKYHIGH SECURITY LLC,0 (Very Low),skyhighsecurity.com,business,ARIN,ZHENJIANG-RUYIKUAIJIE-HOTEL,SKYHIGH SECURITY LLC,"6000 Headquarters Drive, Plano, TX, 75024, US",abuse@skyhighsecurity.com,+49 5251 87170
1.18.117.0,1.18.117.255,4,SKYHIGH SECURITY LLC,0 (Very Low),skyhighsecurity.com,business,ARIN,ZHENJIANG-RUYIKUAIJIE-HOTEL,SKYHIGH SECURITY LLC,"6000 Headquarters Drive, Plano, TX, 75024, US",abuse@skyhighsecurity.com,+49 5251 87170
1.18.118.0,1.18.118.255,4,SKYHIGH SECURITY LLC,0 (Very Low),skyhighsecurity.com,business,ARIN,ZHENJIANG-RUYIKUAIJIE-HOTEL,SKYHIGH SECURITY LLC,"6000 Headquarters Drive, Plano, TX, 75024, US",abuse@skyhighsecurity.com,+49 5251 87170
1.18.119.0,1.18.119.255,4,SKYHIGH SECURITY LLC,0 (Very Low),skyhighsecurity.com,business,ARIN,ZHENJIANG-RUYIKUAIJIE-HOTEL,SKYHIGH SECURITY LLC,"6000 Headquarters Drive, Plano, TX, 75024, US",abuse@skyhighsecurity.com,+49 5251 87170
1.18.120.0,1.18.127.255,4,SKYHIGH SECURITY LLC,0 (Very Low),skyhighsecurity.com,business,ARIN,ZHENJIANG-RUYIKUAIJIE-HOTEL,SKYHIGH SECURITY LLC,"6000 Headquarters Drive, Plano, TX, 75024, US",abuse@skyhighsecurity.com,+49 5251 87170
1.18.128.0,1.18.135.255,4,SKYHIGH SECURITY LLC,0 (Very Low),skyhighsecurity.com,business,ARIN,ZHENJIANG-RUYIKUAIJIE-HOTEL,SKYHIGH SECURITY LLC,"6000 Headquarters Drive, Plano, TX, 75024, US",abuse@skyhighsecurity.com,+49 5251 87170
1.18.136.0,1.19.255.255,4,Yahoo Inc.,0 (Very Low),yahoo.com,business,APNIC,FENGNIAN-SG,Yahoo Inc.,770 Broadway,rir-abuse@yahooinc.com,+65-6809-8000
1.20.0.0,1.20.255.255,4,CHINA TELECOM HONG KONGINTERNATIONAL LTD  - netw,0.0091 (Elevated),chinatelecomglobal.com,isp,APNIC,MUNICIPALGOVT-PH,ABUSE CTHKIHK,"38/F., DAH SING Financial Center, 108 Gloucester Road, Wan Chai, Hong Kong",guohf@chinatelecomglobal.com,+000000000
1.21.0.0,1.21.95.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,DJBYG,,,,
1.21.1.0,1.21.1.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.2.0,1.21.2.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,QuEST,,,,
1.21.3.0,1.21.3.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,QuEST,,,,
1.21.4.0,1.21.4.3,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,TKMITAC42954,,,,
1.21.4.4,1.21.4.7,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,PROFINE-PIRMASENS-NET,,,,
1.21.4.8,1.21.4.11,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,TK0032220108,,,,
1.21.4.12,1.21.4.15,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,TK0089080111,,,,
1.21.4.16,1.21.4.19,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,KYOTEKLT01,,,,
1.21.4.20,1.21.4.23,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,Rasenberger-Toschek-Advisors,,,,
1.21.4.24,1.21.4.27,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,TR-SHAPESHIFTER-03079,,,,
1.21.4.28,1.21.4.31,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,NITTSU-AKA1,,,,
1.21.4.32,1.21.4.35,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,EFV64923-SCHIPHOL,,,,
1.21.4.36,1.21.4.39,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,V-CB3390-1,,,,
1.21.4.40,1.21.4.43,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,TK0010020113,,,,
1.21.9.24,1.21.9.31,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,TK0032220108,,,,
1.21.9.32,1.21.9.39,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,NL-WORLDSTREAM-20151222,,,,
1.21.9.40,1.21.9.47,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,TXTWIN-LTD,,,,
1.21.9.48,1.21.9.55,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,CTY-NET,,,,
1.21.9.56,1.21.9.63,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,CORE-PRO1,,,,
1.21.9.64,1.21.9.71,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,NAUMANN-STAHLHANDEL-NEUSS-NET,,,,
1.21.9.72,1.21.9.79,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,WEFRA-NET,,,,
1.21.9.80,1.21.9.87,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,HNS-IPv6-Block-2401-4800-6704-48,,,,
1.21.9.88,1.21.9.95,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,PT-NL-CIA-VESTIDE-12,,,,
1.21.9.96,1.21.9.103,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,VoxiHost,,,,
1.21.9.104,1.21.9.111,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,SUNUP2-COM-TW,,,,
1.21.9.112,1.21.9.119,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,AV65105-BOEKEL,,,,
1.21.9.120,1.21.9.127,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,HASBURY-CARE,,,,
1.21.9.128,1.21.9.135,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,etf1_aws_eu_west_1_range_ipv6,,,,
1.21.9.136,1.21.9.143,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,MOTIVE_SOFTWARE,,,,
1.21.9.144,1.21.9.151,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,RO-CHROOT-INFRA-V6-2370-20241008,,,,
1.21.9.152,1.21.9.159,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,MIDLAND-NET,,,,
1.21.9.160,1.21.9.167,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,STICHTING_PRINSES_CHRISTINA_CONCOURS,,,,
1.21.9.168,1.21.9.175,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,UMKONSKIE,,,,
1.21.9.176,1.21.9.183,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,GVEV65787-EINDHOVEN,,,,
1.21.9.184,1.21.9.191,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,USHS0002B582,,,,
1.21.9.192,1.21.9.199,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,ITSAM-BEX-FW-TEST,,,,
1.21.9.200,1.21.9.207,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,RAMP-AND-CO,,,,
1.21.9.208,1.21.9.215,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,Al-Mazaya-Holding,,,,
1.21.9.216,1.21.9.223,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,ZOL-CUST-2940,,,,
1.21.9.224,1.21.9.231,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,N-TK0115U33M,,,,
1.21.9.232,1.21.9.239,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,VOTUM-WIESBADEN-NET,,,,
1.21.9.240,1.21.9.247,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,DE-SUEDLEASING-DEV,,,,
1.21.9.248,1.21.9.255,4,ARTERIA Networks Corp.,0 (Very Low),arteria-net.com,isp,JPNIC,YELLOWPAGESGROUP-NZ-20130716,,,,
1.21.10.0,1.21.10.255,4,New Generation Technology(GZ) Ltd.,0.0078 (Low),gzidc.com,hosting,APNIC,HNS-IPv6-Block-2401-4800-e448-48,Peter Liu,"17/FL,International Bank Center,191# DongFengXi Rd. Guang Zhou,China",ipas@cnnic.cn,+86-20-81351813
1.21.11.0,1.21.11.255,4,New Generation Technology(GZ) Ltd.,0 (Very Low),gzidc.com,hosting,APNIC,HNS-IPv6-Block-2401-4800-e448-48,Peter Liu,"17/FL,International Bank Center,191# DongFengXi Rd. Guang Zhou,China",ipas@cnnic.cn,+86-20-81351813
1.21.12.0,1.21.12.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.13.0,1.21.13.255,4,New Generation Technology(GZ) Ltd.,0 (Very Low),gzidc.com,hosting,APNIC,HNS-IPv6-Block-2401-4800-e448-48,Peter Liu,"17/FL,International Bank Center,191# DongFengXi Rd. Guang Zhou,China",ipas@cnnic.cn,+86-20-81351813
1.21.14.0,1.21.14.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.15.0,1.21.15.255,4,SAGENET-GOODMAN MANUFACTURING,0 (Very Low),att.com,business,ARIN,TKMITAC46092,,,,
1.21.16.0,1.21.16.255,4,ARTERIA Networks Corporation,0.0039 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.17.0,1.21.17.255,4,ARTERIA Networks Corporation,0.0078 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.18.0,1.21.18.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
